w_score,keywords,sentence,epoch,score_0,score_1,score_2,score_3,score_4
0.8127544939517974,"education: cases, option, given, bullying, severe","bullying is a severe option given in cases of bullying and should be banned. it should be allowed to continue. it should be given to children. it should be given to them.. it should be given to them.. it should be given to them.. it should be given to them.. it should be allowed.. it should be allowed.. it should be allowed.. it should be allowed.. it should be allowed.. it should be allowed.... if you are a child, you should be given",1,0.8400333523750305,1.0509365797042847,0.528934121131897,0.681831419467926,0.4618421792984009
0.8045761257410049,"capital punishment: commit, cruel, punished, capital, cases, crimes",capital punishment is cruel and in some cases it is necessary to punish those who commit crimes that are not punished by the capital..............................................              ,1,0.8234835267066956,1.0338819026947021,0.7906777262687683,0.7745319604873657,0.3115158975124359
0.7849788755178452,"polygamy: often, inequality, therefore, leads, polygamy, oppression","polygamy often leads to oppression and inequality and therefore should be banned. if it is legal, it would be a good thing to end it. it would also help to reduce inequality in society.. and therefore it should be legalized.................................             ",1,0.9022349119186401,0.810873806476593,0.4745267927646637,0.673492431640625,0.3698817193508148
0.7756693303585053,"multi-party system: encourage, voter, greater, maximizes",a multi-party system maximizes voter participation and encourages greater voter participation. this is a great way to encourage greater voter participation. it also maximizes voter participation........................................................... ,1,0.980603814125061,0.46456050872802734,0.3791397213935852,0.6985475420951843,0.527458131313324
0.7650053083896637,"multi-party system: gives, kind, want, options, government, choose",a multi-party system gives people the right to choose what they want to do with their government and give them the kind of options they want to have........................................................             ,1,0.8418791890144348,0.8038212060928345,0.4011770188808441,0.6940650939941406,0.4448845386505127
0.7581640630960466,"television: rarely, effective, telemarketing, needs, therefore, disruptive","telemarketing is rarely effective and therefore disruptive to the society. therefore, it needs to be banned...................................................... ",1,0.8136590719223022,0.9172410368919373,0.3823367655277252,0.6161702871322632,0.44652262330055237
0.7558078140020371,"farming: farming, factory, causes, animals, inhumane, kept",factory farming causes inhumane animals to be kept in cages. this is a cruel and inhumane practice...................................................................,1,0.8513213396072388,0.7361896634101868,0.3399791717529297,0.7180359363555908,0.39302024245262146
0.7547688722610474,"multi-party system: adopt, viewpoints, system, solve",a multi-party system would help solve many problems for the people who adopt them. it would also allow for more viewpoints to be adopted............................................................... ,1,0.8657264709472656,0.7588958740234375,0.15656691789627075,0.6398522853851318,0.42156004905700684
0.7529506742954254,"naturopathy: medicine, taking, relief, religion, naturopathy, believe",naturopathy is a religion that people believe in and should be allowed to take medicine for relief and not for profit. if you believe in naturopathy then you should be allowed to do so....................................              ,1,0.895576000213623,0.5650850534439087,0.7355677485466003,0.7196611166000366,0.4821344017982483
0.7521770894527434,"television: productive, exercise, would",television is a productive exercise for people who would not be able to exercise. it would also help them to get more exercise. it would also help them to get more sleep........................................             ,1,0.9046518802642822,0.799458384513855,0.6528506278991699,0.43146926164627075,0.5366562008857727
0.7431050658226013,"capital punishment: executions, investigations, demonstrate, consistently, link, reduced",capital punishment investigations consistently demonstrate that there is a link between executions and reduced crime. this link should be reduced................................................................... ,1,0.8137109279632568,0.857660710811615,0.5655049085617065,0.5635634660720825,0.520047664642334
0.7401268810033799,"journalism: honest, stories, lead, telling, accurate","journalism should be banned because it can lead to more accurate stories and honest stories that lead to more accurate stories. if you want to be a journalist, you should be able to do so.....................................               ",1,0.8147442936897278,0.7554820775985718,0.602659285068512,0.6876037120819092,0.4413757622241974
0.7356588482856751,"libertarianism: liberty, lives, wish, live, infringe",libertarianism does not infringe on the freedom of people to live their lives as they wish to. they should be allowed to live their lives as they wish.. they should be allowed to.......................................................,1,0.7909353971481323,0.7181979417800903,0.6631987690925598,0.6576328873634338,0.6502498388290405
0.7347698330879212,"zoos: keep, zoos, way, good, numbers, animal",zoos are a good way to keep animals in good numbers and should be abolished..................................................... ,1,0.7651333212852478,0.952703058719635,0.6929064393043518,0.636002242565155,0.34462112188339233
0.733449301123619,"Guantanamo Bay: brutal, torture, held, confessions, scrutiny, serves",guantanamo bay tortures people who are held under brutal scrutiny for their confessions and this serves no purpose. it is a place where people can be held for life. it is a place where people can be free to do whatever they want. it is a place where people can be free to do whatever they want. it is a place where people can be free to do whatever they want. it is a place where people can be free to do whatever they want. it is a place where people can be free,1,0.9948018193244934,0.3988819420337677,0.3793984651565552,0.537392258644104,0.48793551325798035
0.7312226951122285,"sanctions: sanctions, sometimes, action, thing, governments, corrupt",sometimes sanctions are the only thing that can lead to corruption in governments and sometimes they are the only thing that can be done...................................................................,1,0.767262876033783,0.9034198522567749,0.5540817379951477,0.6073004603385925,0.4544719457626343
0.7274024307727814,"journalism: major, viewpoints, coverage, sufficient","journalism should be banned because it provides coverage for major viewpoints and should be sufficient to ensure that they are not abused. if a major viewpoint is not represented, then it should be banned.....................................              ",1,0.8036994934082031,0.5707758665084839,0.6475638747215271,0.7530314922332764,0.6079121232032776
0.7238452345132829,"school uniform: school, expression, freedom, allow, uniforms",school uniforms allow for freedom of expression in the classroom.......................................................... ,1,0.6527451276779175,1.2275707721710205,0.6414191722869873,0.5141646265983582,0.49125590920448303
