w_score,keywords,sentence,epoch,score_0,score_1,score_2,score_3,score_4
0.8889571964740755,"Wikipedia: educational, information, wikipedia, institutions, subsidize, valuable",wikipedia is a valuable educational resource and should be subsidized by educational institutions to help people learn more about the world................................................       ,0,0.9981988072395325,0.8800898194313049,0.8486266732215881,0.7428238391876221,0.6527506113052368
0.8482841670513154,"Wikipedia: subsidize, learn, everything, anything, wikipedia","wikipedia is a free education for everyone and should be subsidized to learn everything about everything. if we subsidize it, we will learn everything we need to learn...........................................      ",0,1.0012145042419434,0.6481626629829407,0.6236943006515503,0.7642931938171387,0.6518574357032776
0.8337367236614227,"Wikipedia: spend, government, subsidize, things, useful, wikipedia","wikipedia is useful because government spends money on things it doesn't need. if we subsidize it, we will be able to do more useful things........................................            ",0,0.900936484336853,0.881394624710083,0.7540721893310547,0.7544909119606018,0.5609137415885925
0.8110040962696076,"scientology: part, america, important, religion, freedom",scientology is an important part of freedom of religion in america. it is important to protect the freedom of religion.............................................              ,0,0.8200597763061523,0.7955716252326965,0.7022552490234375,0.9144119620323181,0.5897749066352844
0.8062339186668396,"cloning: paving, possibly, genetic, enable","genetic cloning could enable a person to have a more complete genetic profile, possibly paving the way for a future where they can have a more complete life. this could be a very useful tool...................................             ",0,0.9041658043861389,0.6590934991836548,0.503179132938385,0.8478848934173584,0.527553379535675
0.7693286657333375,"capital punishment: death, victims, deal, families, penalty","capital punishment is a way to deal with the death penalty for families of victims of crime. it should be abolished. if people are not able to deal with the death penalty, they should be able to live their lives.................................             ",0,0.8929424285888672,0.8180347084999084,0.4954192340373993,0.5707008838653564,0.4511033296585083
0.7672853946685791,"multi-party system: want, government, gives, options, choose, kind",a multi-party system gives people the freedom to choose what they want to do and what kind of government they want to go to. this is the kind of government that gives people the freedom to choose their own government...................................              ,0,0.9466522336006165,0.5001248121261597,0.4858185350894928,0.734036922454834,0.47126930952072144
0.764736694097519,"Homeopathy: medicine, despite, homeopathic, expensive, providing","homeopathic medicine is expensive and provides no benefit to the patient. despite this, it is still available.....................................................................",0,0.878555178642273,0.8892607092857361,0.5529623031616211,0.545654833316803,0.38475996255874634
0.7549907594919205,"polygamy: way, polygamy, sufficient, legalize, governments, stand",polygamy is a good way to legalize it and should not be allowed. governments should not stand in the way of the law. it is not sufficient to legalize it...................................................          ,0,0.835110604763031,0.8575452566146851,0.41925713419914246,0.6422075629234314,0.3748489320278168
0.7549627900123597,"naturopathy: healed, seek, normal, die, illnesses, serious",naturopathy is a way to seek to heal serious illnesses that people do not seek to heal themselves. it is a way to help people seek to heal themselves. it is a way to help people get better. it is a natural way to heal themselves. it is a natural way to heal. it is safe to do. we should not ban it. it is a dangerous practice. we should not allow people to die of serious illnesses. it is not right to do that. it is not right to do that. it,0,1.0512899160385132,0.5522977709770203,0.42938679456710815,0.32178857922554016,0.5450056195259094
0.753766655921936,"autonomous cars: free, cars, autonomous, important","autonomous cars are important to the free movement of people. they are free to do whatever they want. if they are free to do so, they should be banned............................................... ",0,0.9441990852355957,0.7005612850189209,0.3776925504207611,0.4190376400947571,0.5774732828140259
0.752818050980568,"sanctions: protest, easy, situations, reversed, easily",the use of sanctions can be reversed easily in situations where people can easily protest and protest against the government. it is easy to get into situations where people can easily protest and protest. it is also a good thing that people can get out of situations................................       ,0,0.9536067247390747,0.7606724500656128,0.5252802968025208,0.39813122153282166,0.4425395429134369
