w_score,keywords,sentence,score_0,score_1,score_2,score_3,score_4
0.5820816025137902,"social media: anonymous, bullies, worst, easy</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>",<pad> social media is the worst way to keep anonymous people from bullying people. it is easy to get rid of the worst offenders. it is easy to get rid of the worst offenders. it is a social media platform. it is easy to use and it is easy to use. it is a tool to keep people from being bullied. it is a tool to keep people from being anonymous. it is a tool to keep people from being bullied. it is a tool to keep people from being anonymous. it is a tool... and it is the worst of all. social media.,0.49138722,0.4510403,0.32354683,0.34883103,0.28332597
0.5714833721518516,"Wikipedia: wider, access, wikipedia, information, give, subsidize</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>","<pad> we should subsidize wikipedia because it gives more information to people who have access to it. wikipedia is a wider and more accessible way to give information to people. if they don't have access to it, they should be subsidized. if they don't have access to it, they should be allowed to give them more information. if they don't have access to it, they should be allowed to do so. if they don't have access to it, they should be allowed to give them more information. wikipedia should be subsidized because it gives more information to",0.49138722,0.4510403,0.32354683,0.34883103,0.28332597
0.5638907194137573,"Wikipedia: site, running</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>",<pad> Wikipedia is a great site for people who are running a site that is not running a site. it is a good idea to keep it running. it is a good idea. it is a good idea to keep it running. it is a good idea. it is a good idea to keep it running. it is a good idea. it is a good idea. it is a good idea. it is a good idea. it is a good idea. it is a good idea. it is. Wikipedia is a very useful site for people who are running ,0.49138722,0.4510403,0.32354683,0.34883103,0.28332597
0.5369854480028152,"atheism: influences, hardest, hugely, comfort</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>",<pad> atheism influences the hardest and most important people in the world. it is a great way to comfort people. it is a hugely difficult thing to do. it is a great way to make sure that people are not able to do it. it is a great way to make sure that they are able to do it. it is a great way to make sure that they are not able to do it. it is a great thing. it is a great way to make sure that people are not too.... and it's a lot of the hardest,0.49138722,0.4510403,0.32354683,0.34883103,0.28332597
0.5273082509636879,"libertarianism: maintain, control, citizens, libertarianism, individual, lives</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>",<pad> libertarianism is a way to maintain control over individual lives and should be banned. it is a right to keep and control citizens of the individual. it is a right to keep and maintain their own lives.. and it is a right to keep and maintain their own freedom.. and it is a right to keep and maintain their own freedom... and it is a right to keep and keep and keep........................ libertarianism is a way to keep and maintain the,0.49138722,0.4510403,0.32354683,0.34883103,0.28332597
0.5249993279576302,"social media: contact, touch, across</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>",<pad> social media is a way to contact people across the world and to touch people across the globe. it is a way to get to know people and people who are not in touch with them. it is a way to get to know people who are not in contact with them. it is a way to get to know people who are not in contact with them. it is a way to get to know people who are not in contact with them. it is a way to get to know people who are not in contact with them. it's social media and it can help to reach people across the world,0.49138722,0.4510403,0.32354683,0.34883103,0.28332597
0.5101218074560165,"libertarianism: decreases, greater, control, allowing, libertarianism</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>",<pad> libertarianism decreases control of the people and allows for greater control of the people. it is a great way to control the people. it is a great way to keep the people in control of the people. it is a great way to keep the people in control of the people. it is a great way to keep the people in control of the people. it is a great way to keep the people in control of the people. it is a great way to keep the people in control. it is a great way.... allowing libertarianism and decreases.,0.49138722,0.4510403,0.32354683,0.34883103,0.28332597
0.5035895988345146,"Homeopathy: saving, getting, homeopathy, keep, life</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>",<pad> homeopathy is a good way to keep people safe from getting lost in life and saving money. it is a good way to keep people safe. it is a good thing to do. it is a good thing to keep people safe. it is a good thing to do. it is a good thing to do. it is a good thing to do. it is a good thing to do. it is a good thing to do. it is a good thing to do. it is a good thing to do. if you are saving and keeping homeopathy and keep their life,0.49138722,0.4510403,0.32354683,0.34883103,0.28332597
0.49975566118955617,"flag burning: reputable, consider, democracy, expression, banning, speech</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>",<pad> flag burning should be banned because it is a reputable way to consider democracy and expression of the word. it is a good idea to ban it. it is a good idea to consider the ban. it is a good idea to have a democracy in place. it is a good idea to have a democracy. it is a good idea to have a democracy. it is a good idea to have a democracy. it is a good idea to have a democracy. it is a good idea to have..... and if you are a reputable,0.49138722,0.4510403,0.32354683,0.34883103,0.28332597
0.48599766790866855,"cloning: worms, enter, ethical, opens, exploitation, severe</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>",<pad> cloning is a dangerous and ethical way to enter the world and open the world to worms and exploitation of the worms. it is a serious and severe crime. it is a dangerous and dangerous way to do so. it is a dangerous and dangerous way to do so. it is a dangerous and dangerous way to do it. it is a dangerous and dangerous way to do it. it is a dangerous and dangerous way to do it. it is a dangerous and dangerous way to do it... cloning is a dangerous and a serious,0.49138722,0.4510403,0.32354683,0.34883103,0.28332597
