w_score,keywords,sentence,epoch,score_0,score_1,score_2,score_3,score_4
0.8711409151554107,"nuclear weapon: deter, might, large, afraid, wars",nuclear weapons are a great deterrent for large wars that might not be able to be stopped. they might also make people afraid of wars. they might even be used to deter large conflicts...............................................             ,6,1.0556902885437012,0.7080352902412415,0.509050190448761,0.6943251490592957,0.6282368302345276
0.8283959984779359,"algorithmic trading: seventy, stock, stronger, refined, worldwide, percent","algorithmic trading is a stronger way of trading than stock market research, as it has been proven to be able to provide a stronger and more refined way of trading for seventy percent of the worldwide stock market.............................................................................",6,0.8818781971931458,0.7864811420440674,0.7828129529953003,0.7941606044769287,0.713285505771637
0.7700303882360459,"Intelligence tests: granularity, bespoke, improving","intelligence tests provide a bespoke way of improving a child's self esteem, allowing for more granularity and allowing for better self-evaluation. this can lead to better self-esteem... and a better understanding of the child's self-worth....................................            ",6,0.8431756496429443,0.9258857369422913,0.5840548276901245,0.6196765303611755,0.3933010995388031
0.7610115736722947,"Wikipedia: struggles, lose, source, vast, donations","wikipedia is a vast source of information that struggles to survive, and donations can lead to people losing their jobs. if it is not subsidized, it will be a waste of money. it should be subsidized.. it is a good source of information.. it should be subsidized.. it is free.. it is free.. it is free.. it is free.. it is free.. it is free.. it is free.. if it is not subsidised then it will       ",6,0.9982815384864807,0.4723133444786072,0.6000769138336182,0.6169024705886841,0.4402764141559601
0.7571870446205139,"Intelligence tests: truly, tests, ineffective, determining, intelligence",intelligence tests are ineffective in determining if a person is truly good at something. they aren't a good way of determining if a person is good at something. they are just a tool.. they are not necessary.. they are just a tool.. they are not necessary.. they are just a tool.. they are not necessary.............................,6,0.952876091003418,0.6900153160095215,0.5827285647392273,0.469528466463089,0.48840242624282837
0.743740351498127,"laws: offense, judged, punished, committed, severity",the three-strikes law should be abolished because the offense is not a crime and the person who committed it should be judged on the severity of the crime. it is a crime that should be punished accordingly... if someone has committed a serious offense they should be punished accordingly.....................................       ,6,0.928284764289856,0.7680349946022034,0.4441562294960022,0.5140622854232788,0.2317851334810257
0.7205199003219604,"cannabis: costly, marijuana",cannabis is a costly and dangerous drug that can be very dangerous to the public. it is also a great source of information for the elderly. it can also be used to help with mental health issues. it is also a great way to get help for people who need it. it is a good idea.. it can be used to help with mental health.. it can also be used to help with mental health...... if you are able to get it right then you should not be wasting it.......,6,0.8071985244750977,0.8456439971923828,0.5047060251235962,0.49588361382484436,0.48615115880966187
0.719377213716507,"Gaza strip: inaccessibility, denies, accept","The blockade of the Gaza Strip denies the people of Gaza access to food and medicine, making it impossible to accept food and medicine. It also denies them access to medicine.. it is inaccessibility for many people.. it should be ended.. it is necessary.. it is necessary.. it is necessary.. if we accept it.. it is a good thing........ -----.. ---.. ---........",6,0.7662486433982849,0.8313583731651306,0.4097052812576294,0.5885413289070129,0.5227295160293579
0.7120476275682449,"court: legislature, branches, violate, remedy","judicial activism should be limited because it would violate the constitutional rights of the legislature and other branches of government to remedy a problem. if a person does not want to go to court, they should be allowed to....................................             ",6,0.7917099595069885,1.0093908309936523,0.5403602719306946,0.451528400182724,0.24008801579475403
0.7102433025836945,"libertarianism: interference, minimal, dreams, aspirations, pursue",libertarianism allows people to pursue their dreams and aspirations with minimal interference from the government. this is a way to help people achieve their dreams and aspirations.. it should be abandoned.. it is a waste of money. it is a waste of time.. it should be abandoned.. it is a waste of money.. it should be abandoned.. it is a waste of money.. it should be abandoned.. it is a waste.. if you want to change it.........,6,0.7987917065620422,0.6939467191696167,0.5914652347564697,0.6035478115081787,0.5134854316711426
0.7088913053274155,"capital punishment: punished, capital, crimes, cases, commit, cruel",capital punishment is cruel and in some cases people are punished for crimes they did not commit at all. it should be abolished.. it is a good thing.. it is a good thing.. it is a good thing.. it is a good thing.. it is a good thing.. it is a good thing.. it is a good thing.. it is a good thing.. it is a good option.. if you commit a crime you should be punished.........,6,0.7442830204963684,0.8189547657966614,0.6668044924736023,0.7078617811203003,0.3138648569583893
0.706930735707283,"Intelligence tests: expectation, knows, feel","intelligence tests are important because it helps people feel that they are not being tested, and that they have no expectation of what they will achieve. it also helps people feel better about themselves. it can help them feel better about themselves. it can also help them feel better about themselves.. it can be very helpful.. it can help people feel better about themselves.. it can also help with self-esteem... if someone knows they can do something wrong, it can help them feel better.... a test will be more effective       ",6,0.8475251197814941,0.6937794089317322,0.5993176698684692,0.5195152759552002,0.40509238839149475
0.7047890692949295,"military: perform, zones, conflict, around, useful, roles",private military companies can perform useful roles in conflict zones around the world. they can also be used in other countries.. they can be very useful.. they can be used to protect people.......................................              ,6,0.7757388949394226,0.7822823524475098,0.5726277232170105,0.5773958563804626,0.4498398005962372
0.7037837237119675,"cloning: overpopulation, world, human, cause, possibly, cloning",human cloning could possibly cause the overpopulation of the world and should be banned........................................................ ,6,0.6706147193908691,0.7949877381324768,0.5109679102897644,0.8131691217422485,0.4684499204158783
0.7008575826883316,"school prayer: able, religion, means, want, freedom, pray",people should be able to pray any way they want without restrictions. this means they have freedom of religion and should be able to do so..........................................................           ,6,0.738065242767334,0.8117899894714355,0.3174061179161072,0.6612426042556763,0.3721844255924225
0.6984534919261933,"Intelligence tests: comfortable, among, studying, peers, aptitude, known",intelligence tests can help students feel more comfortable studying among peers and more known for their aptitude for a particular subject.... if you are studying for a particular subject you should be able to choose.... if you are not comfortable with the test you may not be able to succeed.........................              ,6,0.7967502474784851,0.808668851852417,0.822135329246521,0.5032243728637695,0.3769972324371338
0.6945131361484528,"flag burning: form, speech, flag, banned, free, burning",flag burning is a form of free speech and should be banned if it is not a free country.... it should be banned.. it should be free...........................................             ,6,0.6902778744697571,0.8320389986038208,0.5250102281570435,0.6497507095336914,0.5301625728607178
